"order_number","product_key","customer_key","order_date","shipping_date","due_date","total_sales","quantity","price"
"SO44152","137","335","2011-03-04","2011-03-11","2011-03-16",3400,1,3400
"SO44153","103","17169","2011-03-04","2011-03-11","2011-03-16",3578,1,3578
"SO44154","102","17182","2011-03-04","2011-03-11","2011-03-16",3578,1,3578
"SO44155","104","17132","2011-03-04","2011-03-11","2011-03-16",3578,1,3578
"SO44156","137","14888","2011-03-04","2011-03-11","2011-03-16",3400,1,3400
"SO44157","105","6056","2011-03-04","2011-03-11","2011-03-16",3578,1,3578
"SO44158","102","2568","2011-03-05","2011-03-12","2011-03-17",3578,1,3578
"SO44159","102","17183","2011-03-05","2011-03-12","2011-03-17",3578,1,3578
"SO44160","103","17187","2011-03-05","2011-03-12","2011-03-17",3578,1,3578
"SO44161","105","2773","2011-03-06","2011-03-13","2011-03-18",3578,1,3578
"SO44162","102","17186","2011-03-06","2011-03-13","2011-03-18",3578,1,3578
"SO44163","105","17194","2011-03-06","2011-03-13","2011-03-18",3578,1,3578
"SO44164","101","17089","2011-03-06","2011-03-13","2011-03-18",3578,1,3578
"SO44165","104","6066","2011-03-06","2011-03-13","2011-03-18",3578,1,3578
"SO44166","130","3582","2011-03-06","2011-03-13","2011-03-18",699,1,699
"SO44166","129","3582","2011-03-06","2011-03-13","2011-03-18",699,1,699
"SO44167","105","6309","2011-03-06","2011-03-13","2011-03-18",3578,1,3578
"SO44168","104","1212","2011-03-07","2011-03-14","2011-03-19",3578,1,3578
"SO44169","102","17180","2011-03-07","2011-03-14","2011-03-19",3578,1,3578
"SO44170","105","17184","2011-03-07","2011-03-14","2011-03-19",3578,1,3578
"SO44171","104","17113","2011-03-07","2011-03-14","2011-03-19",3578,1,3578
"SO44172","130","3585","2011-03-07","2011-03-14","2011-03-19",699,1,699
"SO44172","129","3585","2011-03-07","2011-03-14","2011-03-19",699,1,699
"SO44173","103","2785","2011-03-08","2011-03-15","2011-03-20",3578,1,3578
"SO44174","102","6230","2011-03-08","2011-03-15","2011-03-20",3578,1,3578
"SO44175","104","6247","2011-03-08","2011-03-15","2011-03-20",3578,1,3578
"SO44176","105","1221","2011-03-09","2011-03-16","2011-03-21",3578,1,3578
"SO44177","141","338","2011-03-09","2011-03-16","2011-03-21",3375,1,3375
"SO44178","103","17098","2011-03-09","2011-03-16","2011-03-21",3578,1,3578
"SO44179","141","14889","2011-03-09","2011-03-16","2011-03-21",3375,1,3375
"SO44180","138","59","2011-03-09","2011-03-16","2011-03-21",3400,1,3400
"SO44181","103","6295","2011-03-09","2011-03-16","2011-03-21",3578,1,3578
"SO44182","101","6300","2011-03-09","2011-03-16","2011-03-21",3578,1,3578
"SO44183","101","17159","2011-03-10","2011-03-17","2011-03-22",3578,1,3578
"SO44184","105","6248","2011-03-10","2011-03-17","2011-03-22",3578,1,3578
"SO44185","101","6281","2011-03-10","2011-03-17","2011-03-22",3578,1,3578
"SO44186","138","14890","2011-03-12","2011-03-19","2011-03-24",3400,1,3400
"SO44187","104","6070","2011-03-12","2011-03-19","2011-03-24",3578,1,3578
"SO44188","126","9053","2011-03-13","2011-03-20","2011-03-25",699,1,699
"SO44188","125","9053","2011-03-13","2011-03-20","2011-03-25",699,1,699
"SO44189","114","9055","2011-03-13","2011-03-20","2011-03-25",699,1,699
"SO44189","113","9055","2011-03-13","2011-03-20","2011-03-25",699,1,699
"SO44190","139","62","2011-03-13","2011-03-20","2011-03-25",3375,1,3375
"SO44191","101","6249","2011-03-13","2011-03-20","2011-03-25",3578,1,3578
"SO44192","103","2571","2011-03-14","2011-03-21","2011-03-26",3578,1,3578
"SO44193","103","17165","2011-03-14","2011-03-21","2011-03-26",3578,1,3578
"SO44194","101","6065","2011-03-14","2011-03-21","2011-03-26",3578,1,3578
"SO44195","104","6250","2011-03-14","2011-03-21","2011-03-26",3578,1,3578
"SO44196","105","6296","2011-03-14","2011-03-21","2011-03-26",3578,1,3578
"SO44197","103","17097","2011-03-15","2011-03-22","2011-03-27",3578,1,3578
"SO44198","101","17151","2011-03-15","2011-03-22","2011-03-27",3578,1,3578
"SO44199","104","6260","2011-03-15","2011-03-22","2011-03-27",3578,1,3578
"SO44200","102","6313","2011-03-15","2011-03-22","2011-03-27",3578,1,3578
"SO44201","104","1255","2011-03-16","2011-03-23","2011-03-28",3578,1,3578
"SO44202","102","17160","2011-03-16","2011-03-23","2011-03-28",3578,1,3578
"SO44203","103","17150","2011-03-16","2011-03-23","2011-03-28",3578,1,3578
"SO44204","128","3581","2011-03-16","2011-03-23","2011-03-28",699,1,699
"SO44204","127","3581","2011-03-16","2011-03-23","2011-03-28",699,1,699
"SO44205","103","6286","2011-03-16","2011-03-23","2011-03-28",3578,1,3578
"SO44206","138","251","2011-03-17","2011-03-24","2011-03-29",3400,1,3400
"SO44207","104","17163","2011-03-17","2011-03-24","2011-03-29",3578,1,3578
"SO44208","138","14880","2011-03-17","2011-03-24","2011-03-29",3400,1,3400
"SO44209","102","6258","2011-03-17","2011-03-24","2011-03-29",3578,1,3578
"SO44210","101","2784","2011-03-18","2011-03-25","2011-03-30",3578,1,3578
"SO44211","104","17155","2011-03-18","2011-03-25","2011-03-30",3578,1,3578
"SO44212","103","17171","2011-03-18","2011-03-25","2011-03-30",3578,1,3578
"SO44213","101","6352","2011-03-18","2011-03-25","2011-03-30",3578,1,3578
"SO44214","102","6333","2011-03-18","2011-03-25","2011-03-30",3578,1,3578
"SO44215","103","17181","2011-03-19","2011-03-26","2011-03-31",3578,1,3578
"SO44216","105","2561","2011-03-19","2011-03-26","2011-03-31",3578,1,3578
"SO44217","101","17149","2011-03-19","2011-03-26","2011-03-31",3578,1,3578
"SO44218","102","11110","2011-03-19","2011-03-26","2011-03-31",3578,1,3578
"SO44219","130","3591","2011-03-19","2011-03-26","2011-03-31",699,1,699
"SO44219","129","3591","2011-03-19","2011-03-26","2011-03-31",699,1,699
"SO44220","136","61","2011-03-19","2011-03-26","2011-03-31",3400,1,3400
"SO44221","105","6256","2011-03-19","2011-03-26","2011-03-31",3578,1,3578
"SO44222","102","6259","2011-03-19","2011-03-26","2011-03-31",3578,1,3578
"SO44223","101","2848","2011-03-20","2011-03-27","2011-04-01",3578,1,3578
"SO44224","105","17167","2011-03-20","2011-03-27","2011-04-01",3578,1,3578
"SO44225","114","9061","2011-03-21","2011-03-28","2011-04-02",699,1,699
"SO44225","113","9061","2011-03-21","2011-03-28","2011-04-02",699,1,699
"SO44226","104","1256","2011-03-21","2011-03-28","2011-04-02",3578,1,3578
"SO44227","140","17402","2011-03-21","2011-03-28","2011-04-02",3375,1,3375
"SO44228","135","334","2011-03-21","2011-03-28","2011-04-02",3400,1,3400
"SO44229","135","14887","2011-03-21","2011-03-28","2011-04-02",3400,1,3400
"SO44230","103","6242","2011-03-21","2011-03-28","2011-04-02",3578,1,3578
"SO44231","126","6974","2011-03-21","2011-03-28","2011-04-02",699,1,699
"SO44231","125","6974","2011-03-21","2011-03-28","2011-04-02",699,1,699
"SO44232","103","6335","2011-03-21","2011-03-28","2011-04-02",3578,1,3578
"SO44233","101","2842","2011-03-22","2011-03-29","2011-04-03",3578,1,3578
"SO44234","103","17185","2011-03-22","2011-03-29","2011-04-03",3578,1,3578
"SO44235","104","11118","2011-03-22","2011-03-29","2011-04-03",3578,1,3578
"SO44236","103","17192","2011-03-22","2011-03-29","2011-04-03",3578,1,3578
"SO44237","101","6057","2011-03-22","2011-03-29","2011-04-03",3578,1,3578
"SO44238","102","6080","2011-03-22","2011-03-29","2011-04-03",3578,1,3578
"SO44239","102","1218","2011-03-23","2011-03-30","2011-04-04",3578,1,3578
"SO44240","102","2581","2011-03-23","2011-03-30","2011-04-04",3578,1,3578
"SO44241","104","17156","2011-03-23","2011-03-30","2011-04-04",3578,1,3578
"SO44242","104","17164","2011-03-23","2011-03-30","2011-04-04",3578,1,3578
"SO44243","103","6279","2011-03-23","2011-03-30","2011-04-04",3578,1,3578
"SO44244","103","6330","2011-03-23","2011-03-30","2011-04-04",3578,1,3578
"SO44245","122","14557","2011-03-23","2011-03-30","2011-04-04",699,1,699
"SO44245","121","14557","2011-03-23","2011-03-30","2011-04-04",699,1,699
"SO44246","103","1220","2011-03-24","2011-03-31","2011-04-05",3578,1,3578
"SO44247","101","6234","2011-03-24","2011-03-31","2011-04-05",3578,1,3578
"SO44248","104","6241","2011-03-24","2011-03-31","2011-04-05",3578,1,3578
"SO44249","104","2846","2011-03-25","2011-04-01","2011-04-06",3578,1,3578
"SO44250","103","17168","2011-03-25","2011-04-01","2011-04-06",3578,1,3578
"SO44251","102","17191","2011-03-25","2011-04-01","2011-04-06",3578,1,3578
"SO44252","103","2778","2011-03-26","2011-04-02","2011-04-07",3578,1,3578
"SO44253","101","17100","2011-03-26","2011-04-02","2011-04-07",3578,1,3578
"SO44254","105","17143","2011-03-26","2011-04-02","2011-04-07",3578,1,3578
"SO44255","132","3586","2011-03-26","2011-04-02","2011-04-07",699,1,699
"SO44255","131","3586","2011-03-26","2011-04-02","2011-04-07",699,1,699
"SO44256","103","6233","2011-03-26","2011-04-02","2011-04-07",3578,1,3578
"SO44257","104","1213","2011-03-27","2011-04-03","2011-04-08",3578,1,3578
"SO44258","101","2580","2011-03-27","2011-04-03","2011-04-08",3578,1,3578
"SO44259","103","17172","2011-03-27","2011-04-03","2011-04-08",3578,1,3578
"SO44260","103","17195","2011-03-27","2011-04-03","2011-04-08",3578,1,3578
"SO44261","103","11113","2011-03-27","2011-04-03","2011-04-08",3578,1,3578
"SO44262","114","9150","2011-03-27","2011-04-03","2011-04-08",699,1,699
"SO44262","113","9150","2011-03-27","2011-04-03","2011-04-08",699,1,699
"SO44263","101","6280","2011-03-27","2011-04-03","2011-04-08",3578,1,3578
"SO44264","104","6287","2011-03-27","2011-04-03","2011-04-08",3578,1,3578
"SO44265","112","14558","2011-03-27","2011-04-03","2011-04-08",699,1,699
"SO44265","111","14558","2011-03-27","2011-04-03","2011-04-08",699,1,699
"SO44266","128","14560","2011-03-27","2011-04-03","2011-04-08",699,1,699
"SO44266","127","14560","2011-03-27","2011-04-03","2011-04-08",699,1,699
"SO44267","128","8340","2011-03-28","2011-04-04","2011-04-09",699,1,699
"SO44267","127","8340","2011-03-28","2011-04-04","2011-04-09",699,1,699
"SO44268","103","2821","2011-03-28","2011-04-04","2011-04-09",3578,1,3578
"SO44269","118","3590","2011-03-29","2011-04-05","2011-04-10",699,1,699
"SO44269","117","3590","2011-03-29","2011-04-05","2011-04-10",699,1,699
"SO44270","105","2795","2011-03-30","2011-04-06","2011-04-11",3578,1,3578
"SO44271","105","2847","2011-03-30","2011-04-06","2011-04-11",3578,1,3578
"SO44272","102","1257","2011-03-30","2011-04-06","2011-04-11",3578,1,3578
"SO44273","102","17148","2011-03-30","2011-04-06","2011-04-11",3578,1,3578
"SO44274","105","17153","2011-03-30","2011-04-06","2011-04-11",3578,1,3578
"SO44275","102","6257","2011-03-30","2011-04-06","2011-04-11",3578,1,3578
"SO44276","104","6278","2011-03-30","2011-04-06","2011-04-11",3578,1,3578
"SO44277","102","6289","2011-03-30","2011-04-06","2011-04-11",3578,1,3578
"SO44278","101","6294","2011-03-30","2011-04-06","2011-04-11",3578,1,3578
"SO44279","104","6327","2011-03-30","2011-04-06","2011-04-11",3578,1,3578
"SO44320","105","3430","2011-03-31","2011-04-07","2011-04-12",3578,1,3578
"SO44321","102","17223","2011-03-31","2011-04-07","2011-04-12",3578,1,3578
"SO44322","120","6976","2011-03-31","2011-04-07","2011-04-12",699,1,699
"SO44322","119","6976","2011-03-31","2011-04-07","2011-04-12",699,1,699
"SO44323","135","73","2011-03-31","2011-04-07","2011-04-12",3400,1,3400
"SO44324","102","1268","2011-04-01","2011-04-08","2011-04-13",3578,1,3578
"SO44325","142","96","2011-04-01","2011-04-08","2011-04-13",3375,1,3375
"SO44326","103","6729","2011-04-01","2011-04-08","2011-04-13",3578,1,3578
"SO44327","105","17599","2011-04-02","2011-04-09","2011-04-14",3578,1,3578
"SO44328","101","6922","2011-04-02","2011-04-09","2011-04-14",3578,1,3578
"SO44329","102","6905","2011-04-02","2011-04-09","2011-04-14",3578,1,3578
"SO44330","103","17200","2011-04-02","2011-04-09","2011-04-14",3578,1,3578
"SO44331","102","17258","2011-04-03","2011-04-10","2011-04-15",3578,1,3578
"SO44332","101","6511","2011-04-03","2011-04-10","2011-04-15",3578,1,3578
"SO44333","136","344","2011-04-04","2011-04-11","2011-04-16",3400,1,3400
"SO44334","102","17274","2011-04-04","2011-04-11","2011-04-16",3578,1,3578
"SO44335","116","9166","2011-04-04","2011-04-11","2011-04-16",699,1,699
"SO44335","115","9166","2011-04-04","2011-04-11","2011-04-16",699,1,699
"SO44336","136","14896","2011-04-04","2011-04-11","2011-04-16",3400,1,3400
"SO44337","142","98","2011-04-04","2011-04-11","2011-04-16",3375,1,3375
"SO44338","105","7189","2011-04-04","2011-04-11","2011-04-16",3578,1,3578
"SO44339","102","7190","2011-04-04","2011-04-11","2011-04-16",3578,1,3578
"SO44340","105","6355","2011-04-04","2011-04-11","2011-04-16",3578,1,3578
"SO44341","139","14906","2011-04-05","2011-04-12","2011-04-17",3375,1,3375
"SO44342","112","3611","2011-04-05","2011-04-12","2011-04-17",699,1,699
"SO44342","111","3611","2011-04-05","2011-04-12","2011-04-17",699,1,699
"SO44343","105","6921","2011-04-05","2011-04-12","2011-04-17",3578,1,3578
"SO44344","101","3428","2011-04-06","2011-04-13","2011-04-18",3578,1,3578
"SO44345","104","17201","2011-04-06","2011-04-13","2011-04-18",3578,1,3578
"SO44346","128","3603","2011-04-06","2011-04-13","2011-04-18",699,1,699
"SO44346","127","3603","2011-04-06","2011-04-13","2011-04-18",699,1,699
"SO44347","103","6912","2011-04-06","2011-04-13","2011-04-18",3578,1,3578
"SO44348","104","3160","2011-04-07","2011-04-14","2011-04-19",3578,1,3578
"SO44349","102","17244","2011-04-07","2011-04-14","2011-04-19",3578,1,3578
"SO44350","103","17245","2011-04-07","2011-04-14","2011-04-19",3578,1,3578
"SO44351","105","17272","2011-04-07","2011-04-14","2011-04-19",3578,1,3578
"SO44352","102","17298","2011-04-07","2011-04-14","2011-04-19",3578,1,3578
"SO44353","118","3592","2011-04-07","2011-04-14","2011-04-19",699,1,699
"SO44353","117","3592","2011-04-07","2011-04-14","2011-04-19",699,1,699
"SO44354","128","3604","2011-04-07","2011-04-14","2011-04-19",699,1,699
"SO44354","127","3604","2011-04-07","2011-04-14","2011-04-19",699,1,699
"SO44355","138","94","2011-04-07","2011-04-14","2011-04-19",3400,1,3400
"SO44356","136","100","2011-04-07","2011-04-14","2011-04-19",3400,1,3400
"SO44357","101","6512","2011-04-07","2011-04-14","2011-04-19",3578,1,3578
"SO44358","101","6733","2011-04-07","2011-04-14","2011-04-19",3578,1,3578
"SO44359","102","3526","2011-04-08","2011-04-15","2011-04-20",3578,1,3578
"SO44360","102","3159","2011-04-08","2011-04-15","2011-04-20",3578,1,3578
"SO44361","101","2687","2011-04-08","2011-04-15","2011-04-20",3578,1,3578
"SO44362","101","17260","2011-04-08","2011-04-15","2011-04-20",3578,1,3578
"SO44363","103","17286","2011-04-08","2011-04-15","2011-04-20",3578,1,3578
"SO44364","139","93","2011-04-08","2011-04-15","2011-04-20",3375,1,3375
"SO44365","104","6913","2011-04-08","2011-04-15","2011-04-20",3578,1,3578
"SO44366","104","6503","2011-04-08","2011-04-15","2011-04-20",3578,1,3578
"SO44367","120","14563","2011-04-08","2011-04-15","2011-04-20",699,1,699
"SO44367","119","14563","2011-04-08","2011-04-15","2011-04-20",699,1,699
"SO44368","105","3151","2011-04-09","2011-04-16","2011-04-21",3578,1,3578
"SO44369","101","17251","2011-04-09","2011-04-16","2011-04-21",3578,1,3578
"SO44370","104","7194","2011-04-09","2011-04-16","2011-04-21",3578,1,3578
"SO44371","102","6515","2011-04-09","2011-04-16","2011-04-21",3578,1,3578
"SO44372","101","6737","2011-04-09","2011-04-16","2011-04-21",3578,1,3578
"SO44373","101","2768","2011-04-10","2011-04-17","2011-04-22",3578,1,3578
"SO44374","101","3158","2011-04-10","2011-04-17","2011-04-22",3578,1,3578
"SO44375","101","3184","2011-04-10","2011-04-17","2011-04-22",3578,1,3578
"SO44376","140","18400","2011-04-10","2011-04-17","2011-04-22",3375,1,3375
"SO44377","101","17235","2011-04-10","2011-04-17","2011-04-22",3578,1,3578
"SO44378","140","14904","2011-04-10","2011-04-17","2011-04-22",3375,1,3375
"SO44379","142","81","2011-04-10","2011-04-17","2011-04-22",3375,1,3375
"SO44380","101","6916","2011-04-10","2011-04-17","2011-04-22",3578,1,3578
"SO44381","104","3192","2011-04-11","2011-04-18","2011-04-23",3578,1,3578
"SO44382","138","342","2011-04-11","2011-04-18","2011-04-23",3400,1,3400
"SO44383","101","17269","2011-04-11","2011-04-18","2011-04-23",3578,1,3578
"SO44384","102","17297","2011-04-11","2011-04-18","2011-04-23",3578,1,3578
"SO44385","105","17299","2011-04-11","2011-04-18","2011-04-23",3578,1,3578
"SO44386","103","17588","2011-04-11","2011-04-18","2011-04-23",3578,1,3578
"SO44387","142","97","2011-04-11","2011-04-18","2011-04-23",3375,1,3375
"SO44388","101","6925","2011-04-11","2011-04-18","2011-04-23",3578,1,3578
"SO44389","104","6926","2011-04-11","2011-04-18","2011-04-23",3578,1,3578
"SO44390","105","6354","2011-04-11","2011-04-18","2011-04-23",3578,1,3578
"SO44391","104","6731","2011-04-11","2011-04-18","2011-04-23",3578,1,3578
"SO44392","105","6911","2011-04-11","2011-04-18","2011-04-23",3578,1,3578
"SO44393","136","18399","2011-04-12","2011-04-19","2011-04-24",3400,1,3400
"SO44394","104","17247","2011-04-12","2011-04-19","2011-04-24",3578,1,3578
"SO44395","105","17340","2011-04-12","2011-04-19","2011-04-24",3578,1,3578
"SO44396","136","14902","2011-04-12","2011-04-19","2011-04-24",3400,1,3400
"SO44397","122","3597","2011-04-12","2011-04-19","2011-04-24",699,1,699
"SO44397","121","3597","2011-04-12","2011-04-19","2011-04-24",699,1,699
"SO44398","103","6734","2011-04-12","2011-04-19","2011-04-24",3578,1,3578
"SO44399","102","17241","2011-04-13","2011-04-20","2011-04-25",3578,1,3578
"SO44400","103","17589","2011-04-13","2011-04-20","2011-04-25",3578,1,3578
"SO44401","103","6516","2011-04-13","2011-04-20","2011-04-25",3578,1,3578
"SO44402","105","2667","2011-04-14","2011-04-21","2011-04-26",3578,1,3578
"SO44403","141","8845","2011-04-14","2011-04-21","2011-04-26",3375,1,3375
"SO44404","105","17222","2011-04-15","2011-04-22","2011-04-27",3578,1,3578
"SO44405","101","17225","2011-04-15","2011-04-22","2011-04-27",3578,1,3578
"SO44406","104","17300","2011-04-15","2011-04-22","2011-04-27",3578,1,3578
"SO44407","142","78","2011-04-15","2011-04-22","2011-04-27",3375,1,3375
"SO44408","142","104","2011-04-15","2011-04-22","2011-04-27",3375,1,3375
"SO44409","112","14564","2011-04-15","2011-04-22","2011-04-27",699,1,699
"SO44409","111","14564","2011-04-15","2011-04-22","2011-04-27",699,1,699
"SO44410","101","17224","2011-04-16","2011-04-23","2011-04-28",3578,1,3578
"SO44411","103","17585","2011-04-16","2011-04-23","2011-04-28",3578,1,3578
"SO44412","140","101","2011-04-16","2011-04-23","2011-04-28",3375,1,3375
"SO44413","101","2607","2011-04-17","2011-04-24","2011-04-29",3578,1,3578
"SO44414","102","17341","2011-04-17","2011-04-24","2011-04-29",3578,1,3578
"SO44415","103","17356","2011-04-17","2011-04-24","2011-04-29",3578,1,3578
"SO44416","136","70","2011-04-17","2011-04-24","2011-04-29",3400,1,3400
"SO44417","102","6918","2011-04-17","2011-04-24","2011-04-29",3578,1,3578
"SO44418","102","6920","2011-04-17","2011-04-24","2011-04-29",3578,1,3578
"SO44419","101","6353","2011-04-17","2011-04-24","2011-04-29",3578,1,3578
"SO44420","102","6513","2011-04-17","2011-04-24","2011-04-29",3578,1,3578
"SO44421","104","2608","2011-04-18","2011-04-25","2011-04-30",3578,1,3578
"SO44422","118","8354","2011-04-18","2011-04-25","2011-04-30",699,1,699
"SO44422","117","8354","2011-04-18","2011-04-25","2011-04-30",699,1,699
"SO44423","104","17587","2011-04-18","2011-04-25","2011-04-30",3578,1,3578
